"neighbourhood_cleansed","room_type","bathrooms","bedrooms","accommodates","minimum_nights","availability_365","number_of_reviews","review_scores_rating","review_scores_cleanliness","review_scores_location","host_is_superhost","instant_bookable","host_identity_verified","calculated_host_listings_count","dist_to_downtown","price"
"Carver","Private room",1.5,1,2,2,78,14,4.93,5,4.86,0,0,1,2,16.6335187388521,40
"Ramsey","Entire home/apt",1,2,5,2,79,169,4.88,4.88,4.87,1,0,0,1,2.52230980105443,84
"Hennepin","Entire home/apt",1,2,5,30,203,82,4.5,4.5,4.8,0,0,1,5,1.75083180376691,92
"Hennepin","Private room",1.5,1,2,15,340,8,5,5,4.88,1,0,1,8,5.92297031483496,42
"Hennepin","Private room",1.5,1,2,30,356,2,5,4.5,5,1,0,1,8,5.92871514580487,45
"Hennepin","Private room",1.5,1,2,30,284,3,5,4.67,4.67,1,0,1,8,5.87010941970442,48
"Hennepin","Entire home/apt",1,1,2,1,140,191,4.97,4.94,4.96,1,0,0,1,1.05645190858842,82
"Hennepin","Private room",1.5,1,2,30,365,7,4.86,4.86,4.71,1,0,1,8,6.55220452360263,55
"Hennepin","Private room",2.5,1,2,30,201,4,5,5,5,1,0,1,8,5.88538676958312,48
"Hennepin","Entire home/apt",1,1,3,4,146,42,4.98,4.88,4.98,1,0,1,1,4.84841810346667,65
"Washington","Entire home/apt",1,3,6,2,165,78,4.87,4.92,4.9,0,0,1,1,22.5924044598621,120
"Hennepin","Entire home/apt",1,2,5,30,73,52,4.79,4.71,4.9,0,0,0,1,1.77906189118963,86
"Hennepin","Entire home/apt",1,2,4,1,147,85,4.67,4.69,4.42,0,0,1,1,2.48202732617209,83
"Hennepin","Private room",3.5,13,3,1,363,12,4.25,4.08,4.33,0,0,1,14,1.41403490925718,37
"Anoka","Entire home/apt",2,5,12,2,172,107,4.79,4.66,4.8,0,0,1,1,6.92187436187276,400
"Hennepin","Entire home/apt",1,1,4,1,357,28,4.89,4.93,5,1,0,1,91,1.42054146932496,118
"Hennepin","Entire home/apt",1,1,4,1,174,16,4.69,4.75,4.94,1,0,1,91,1.42054146932496,135
"Ramsey","Private room",1,1,1,1,365,17,4.82,4.82,4.88,1,0,1,64,2.80977072451459,31
"Ramsey","Private room",1,1,1,7,365,17,4.53,4.35,4.47,1,0,1,64,2.31789171811842,42
"Ramsey","Entire home/apt",1,1,2,1,167,365,4.91,4.97,4.92,1,0,1,1,1.41600331296674,88
"Ramsey","Entire home/apt",1,1,3,1,152,473,4.94,4.97,4.88,1,0,1,1,2.88149793908655,78
"Hennepin","Private room",1,2,3,30,180,1,5,4,5,0,0,1,2,4.04971335865916,139
"Ramsey","Entire home/apt",1,1,4,2,3,129,4.99,4.99,4.98,1,0,1,1,3.7798834828777,122
"Anoka","Entire home/apt",1.5,2,4,3,199,17,4.82,4.65,4.94,1,0,1,8,11.7189518793982,200
"Hennepin","Entire home/apt",1,1,2,30,231,38,4.82,4.79,4.87,0,0,0,1,4.8679709706044,49
"Ramsey","Private room",2,1,1,1,360,3,4.67,4.33,5,1,0,1,64,2.02271616806482,24
"Ramsey","Entire home/apt",1,1,2,1,161,95,4.84,4.93,4.94,1,0,1,1,4.32606756025892,79
"Hennepin","Private room",1,2,4,1,111,11,4.82,4.64,5,1,0,1,3,3.70538464512508,75
"Hennepin","Entire home/apt",1,2,5,30,103,19,4.89,4.95,4.79,1,0,1,11,3.27742375763064,109
"Hennepin","Entire home/apt",1,3,8,1,199,141,4.84,4.83,4.91,1,0,1,1,12.0246698817373,138
"Hennepin","Entire home/apt",1,1,4,2,285,161,4.75,4.87,4.88,0,1,1,1,5.19656075145405,95
"Wright","Entire home/apt",1,3,6,4,0,43,4.93,4.86,5,0,1,0,1,48.3554308490063,285
"Ramsey","Private room",1,1,1,1,365,13,4.77,4.54,4.85,1,0,1,64,3.45466761249313,30
"Hennepin","Private room",5,1,2,1,365,6,5,5,5,1,0,1,64,3.18302729509454,55
"Hennepin","Private room",5,1,2,10,365,3,4.67,5,5,1,0,1,64,3.16148855720677,64
"Hennepin","Private room",5,1,2,1,356,7,5,4.71,5,1,0,1,64,3.2379465403036,45
"Anoka","Entire home/apt",2.5,4,4,6,356,1,5,5,5,0,0,0,1,14.0124225671129,700
"Hennepin","Entire home/apt",2,4,8,2,128,78,4.96,4.92,4.88,1,0,1,3,2.64506658500295,213
"Ramsey","Private room",2,1,1,3,254,11,4.27,4.45,4.36,0,0,1,5,3.29549574081136,48
"Dakota","Private room",1,1,4,1,149,12,4.67,4.83,4.58,0,0,1,14,13.1842142660439,125
"Carver","Entire home/apt",1,2,4,2,128,84,4.71,4.94,4.89,0,1,1,1,16.4400637636385,110
"Ramsey","Entire home/apt",2,3,7,3,349,104,4.98,4.92,4.92,1,1,1,3,1.19940412268913,279
"Hennepin","Entire home/apt",2,4,16,2,289,1,5,5,5,0,1,1,13,4.91261091111937,256
"Wright","Entire home/apt",1,2,6,4,256,98,4.99,5,5,1,1,0,1,50.7041223902141,195
"Hennepin","Entire home/apt",1,1,2,30,251,48,4.77,4.77,5,1,0,1,1,1.91718892027666,75
"Hennepin","Hotel room",1,2,6,2,350,28,4.61,4.93,4.89,0,1,1,4,6.80447714667839,200
"Ramsey","Private room",1,1,2,3,0,8,5,5,5,0,1,1,1,2.95360098633973,40
"Ramsey","Entire home/apt",1,1,2,2,338,31,4.94,5,5,1,0,1,3,9.15471610058126,157
"Anoka","Entire home/apt",1.5,2,4,3,227,37,4.92,4.92,4.92,1,0,1,8,11.7072322159062,200
"Ramsey","Entire home/apt",1,1,2,30,358,1,5,5,5,1,0,1,1,1.62105499974626,99
"Ramsey","Private room",1.5,1,1,1,357,14,4.57,4,4.71,1,0,1,64,2.31789171811842,47
"Ramsey","Private room",1,1,3,2,223,126,4.89,4.95,4.98,1,0,1,2,3.85450982552212,69
"Hennepin","Entire home/apt",1,1,2,1,60,87,4.97,4.91,4.89,1,0,1,12,0.996116088126936,110
"Dakota","Entire home/apt",1,1,4,1,202,244,4.95,5,4.94,1,0,1,2,15.226053806357,70
"Mille Lacs","Entire home/apt",2,5,10,1,334,12,4.58,4.25,5,0,1,1,9,81.0385221323873,506
"Hennepin","Entire home/apt",2,3,6,2,198,115,4.94,4.9,4.89,0,0,1,1,5.27169023983183,149
"Dakota","Private room",1,1,2,1,148,6,5,5,5,0,0,1,14,13.0991526048094,85
"Hennepin","Entire home/apt",1,2,6,30,280,28,4.89,4.75,4.93,0,0,1,2,8.50944135759574,95
"Hennepin","Entire home/apt",1,1,4,30,346,16,4.69,4.63,4.88,0,0,1,2,8.51217737484299,65
"Hennepin","Private room",1,1,1,2,228,4,4.75,5,5,0,0,0,1,3.32393280884517,75
"Anoka","Entire home/apt",1,3,6,1,0,172,4.73,4.65,4.83,1,1,1,1,13.0294839755649,113
"Hennepin","Entire home/apt",1,1,4,28,312,146,4.88,4.9,4.92,0,0,0,5,5.00599153115464,80
"Hennepin","Entire home/apt",1,1,2,3,74,30,4.9,4.97,4.93,1,0,1,1,1.78365753154978,88
"Hennepin","Entire home/apt",1,1,4,2,356,111,4.54,4.68,4.57,0,0,1,38,2.77904038765276,116
"Dakota","Private room",1,1,2,1,149,8,4,4.13,4.63,0,0,1,14,13.8633409067732,85
"Ramsey","Entire home/apt",2.5,3,5,2,336,33,4.7,4.7,4.88,1,0,1,91,3.1740115431926,216
"Dakota","Private room",1,1,2,1,145,5,4.6,4.8,4.6,0,0,1,14,13.8019679984122,85
"Ramsey","Private room",1,1,1,30,81,5,4.8,4.6,5,0,0,1,4,9.47908369140889,40
"Dakota","Private room",1,1,2,1,148,3,5,5,5,0,0,1,14,13.8694258542201,85
"Dakota","Private room",1,1,2,1,149,3,4.67,4.67,4.67,0,0,1,14,13.864487868553,85
"St. Croix","Entire home/apt",2.5,6,16,2,352,11,4.55,4.45,5,0,0,0,1,39.2085060188071,249
"Ramsey","Entire home/apt",1,2,4,2,77,39,4.95,5,4.92,1,0,1,6,4.41995512129192,106
"Hennepin","Entire home/apt",1.5,2,4,2,74,103,4.96,4.97,4.85,1,0,1,1,2.91642871717022,188
"Ramsey","Entire home/apt",1,1,4,1,0,38,4.79,4.97,4.89,0,1,0,1,2.73655428741554,59
"Ramsey","Entire home/apt",2,3,6,4,231,134,4.9,4.86,4.92,1,0,1,1,3.09330591395886,105
"Hennepin","Entire home/apt",3,3,10,3,267,22,4.68,4.68,5,0,0,1,7,5.67998560288947,350
"Hennepin","Entire home/apt",2,4,8,30,313,5,4.8,4.8,4.6,1,0,1,1,9.26367961050638,87
"Hennepin","Entire home/apt",2.5,5,12,1,296,141,5,4.99,4.99,1,0,1,2,1.2212448695483,294
"Hennepin","Entire home/apt",1.5,1,4,3,70,50,4.98,4.96,5,0,0,0,1,4.22958834945805,148
"Anoka","Entire home/apt",1,3,6,5,24,24,4.96,4.96,4.92,1,0,1,1,14.5201188055537,93
"St. Croix","Private room",1,1,3,1,362,83,4.88,4.96,4.93,0,0,1,1,23.7536115635684,115
"Ramsey","Private room",1.5,1,2,1,362,5,5,4.8,5,0,0,0,3,1.7364852476388,100
"Hennepin","Entire home/apt",2,3,7,3,108,28,4.68,4.57,4.86,1,0,1,2,2.42279448064981,165
"Hennepin","Private room",1,1,2,1,365,5,5,5,5,0,0,1,2,4.5237448572902,85
"Ramsey","Private room",1,2,6,2,339,57,4.82,4.6,4.93,0,1,1,1,10.9922206701553,233
"Ramsey","Entire home/apt",1,1,2,8,101,14,4.93,4.79,4.93,1,1,1,11,0.837085086992318,99
"Hennepin","Private room",3.5,12,3,1,345,30,4.4,4.47,4.73,0,1,1,14,1.42118670591022,37
"Hennepin","Private room",1,1,2,30,365,2,5,4.5,5,0,0,1,4,16.9295141786101,53
"Hennepin","Private room",1,1,2,20,0,3,5,5,4.67,0,0,0,1,9.68354867891999,50
"Hennepin","Private room",5,1,2,1,300,7,5,5,5,1,0,1,64,3.0828614126071,35
"Ramsey","Private room",1,1,3,1,352,8,4.63,4.63,4.75,0,0,1,1,3.77395280967054,97
"Carver","Entire home/apt",3,5,10,2,330,51,4.9,4.82,4.96,0,0,0,1,24.3974476181561,389
"Wright","Entire home/apt",2,1,6,3,79,134,4.95,4.93,4.97,1,0,0,1,44.2374115851302,175
"Hennepin","Entire home/apt",3,6,10,3,259,22,4.86,4.91,4.95,1,1,1,4,2.43446508604448,390
"Hennepin","Entire home/apt",1.5,3,8,3,260,33,4.82,4.82,4.94,1,0,1,4,2.41604654952532,165
"Hennepin","Entire home/apt",1.5,3,8,3,263,59,4.9,4.85,4.83,1,0,1,4,2.3748063019177,186
"Hennepin","Private room",1,1,4,7,0,10,4.9,4.9,5,0,0,0,1,5.65456674520177,55
"Scott","Private room",1,1,1,28,250,15,4.8,4.6,5,0,0,1,4,17.8872453029224,80
"Hennepin","Entire home/apt",1,2,4,30,0,7,4.86,4.86,5,0,0,0,1,4.87753521249823,130
"Dakota","Private room",1,1,1,1,0,1,1,1,5,0,1,1,5,15.5580392097721,30
"Hennepin","Entire home/apt",1,1,4,2,310,3,4.67,5,5,0,1,1,1,18.977688504825,207
"Wright","Entire home/apt",1,2,6,2,250,138,4.89,4.78,4.9,1,1,1,1,40.5325672948928,135
"Pierce","Entire home/apt",1,2,6,2,216,142,4.98,4.99,4.9,1,0,1,1,30.0427753945566,158
"Scott","Private room",1,1,1,28,0,14,5,4.79,5,0,0,1,4,17.8260064355141,80
"Washington","Entire home/apt",1,2,4,1,0,4,4.67,5,5,0,0,1,1,10.0049122882246,150
"Ramsey","Private room",1,1,1,1,365,14,4.29,4.14,4.43,1,0,1,64,2.31789171811842,33
"Hennepin","Entire home/apt",1,2,5,1,43,402,4.98,4.97,4.91,1,0,1,1,2.50466354891567,140
"Hennepin","Entire home/apt",1,1,2,30,79,12,5,4.92,5,0,0,0,1,1.94256203830559,69
"Ramsey","Entire home/apt",1,2,5,2,126,123,4.98,4.98,4.93,1,0,1,1,3.2972769645533,89
"Hennepin","Private room",1,1,2,2,0,22,4.86,4.77,4.95,1,0,1,1,2.84850049803387,50
"Hennepin","Entire home/apt",1.5,2,4,2,140,7,4.71,4.71,5,0,0,1,2,4.54664514658495,100
"Ramsey","Private room",1,1,1,1,364,20,4.85,4.85,4.9,1,0,1,64,2.70837604593097,28
"Sherburne","Entire home/apt",3,3,12,2,0,166,4.94,4.92,4.96,1,0,0,1,54.0136806116021,115
"Chisago","Private room",1,2,4,1,179,18,4.89,5,4.94,1,0,1,2,40.6772564158155,195
"Ramsey","Private room",2,1,1,1,179,7,4.86,4.57,5,0,0,1,5,3.32055225078942,40
"Hennepin","Entire home/apt",1,1,2,2,26,164,4.99,5,4.98,1,0,1,1,2.99223711580954,112
"Wright","Entire home/apt",1,2,6,1,55,129,4.98,4.98,4.92,1,0,0,2,25.9624833676708,132
"Ramsey","Private room",1,1,2,1,0,1,5,5,5,0,1,1,8,1.0622061599971,349
"Ramsey","Private room",1,2,4,2,71,117,4.99,4.98,4.92,1,0,1,3,1.43813441640451,90
"Ramsey","Private room",2,1,1,1,365,6,4.83,4.83,4.83,1,0,1,64,2.00551114417554,30
"Hennepin","Private room",1,1,2,1,179,8,5,5,5,1,0,1,1,7.25595090788101,127
"Hennepin","Entire home/apt",1,1,4,2,199,46,4.98,4.98,4.78,1,0,1,3,3.54112830362434,75
"Hennepin","Entire home/apt",1,2,5,2,127,144,4.95,4.97,4.94,0,0,1,2,2.77206731843451,105
"Hennepin","Entire home/apt",1,1,4,30,344,35,4.77,4.69,4.54,0,0,1,38,1.19517816579513,63
"Hennepin","Entire home/apt",1,1,4,2,363,43,4.44,4.6,4.44,0,0,1,38,1.30327383806353,90
"Ramsey","Private room",1,1,2,2,11,38,5,5,4.97,1,0,1,3,1.41848075953107,75
"St. Croix","Entire home/apt",2,4,12,2,265,86,4.99,5,4.99,1,0,1,2,24.8714486617664,595
"Hennepin","Entire home/apt",1,1,2,1,269,24,4.88,4.79,4.75,0,0,1,2,1.88864172844133,188
"Hennepin","Private room",1,1,2,1,243,48,4.77,4.83,4.96,1,1,1,4,1.55564524951882,158
"Hennepin","Private room",1,1,2,1,238,389,4.89,4.85,4.96,1,1,1,4,1.55564524951882,108
"Hennepin","Entire home/apt",2,2,6,2,324,33,4.79,4.85,4.73,0,0,1,38,1.1923346135512,141
"St. Croix","Entire home/apt",1,3,11,2,287,109,4.9,4.92,4.86,0,1,0,2,35.0628797254335,150
"Ramsey","Private room",1,1,2,2,73,75,4.99,4.97,4.93,1,0,1,3,1.34637991044949,63
"Hennepin","Private room",1,1,2,1,232,281,4.84,4.91,4.93,1,1,1,4,1.55564524951882,106
"Hennepin","Private room",1,1,1,1,17,177,4.9,4.9,4.94,1,1,1,4,1.49234475475618,74
"Hennepin","Entire home/apt",1,1,6,3,0,25,4.52,4.52,4.92,0,0,1,2,1.73653009681466,84
"Ramsey","Private room",1,1,2,1,179,12,4.75,5,4.58,0,0,1,1,9.23412349806857,50
"Hennepin","Entire home/apt",1,1,4,2,296,97,4.9,4.95,4.82,1,1,1,1,5.5102400358327,112
"Ramsey","Entire home/apt",2.5,5,16,2,257,109,4.8,4.65,4.63,1,0,1,6,3.72746153767966,140
"Pierce","Entire home/apt",3,4,7,1,21,125,4.93,4.81,4.97,1,0,1,1,45.876059147253,270
"Ramsey","Private room",1,1,1,1,332,26,4.58,4.5,4.69,1,0,1,64,3.45052732272646,23
"Sherburne","Entire home/apt",1,3,8,7,0,4,4.25,4.25,5,0,0,1,1,47.702789171054,150
"Mille Lacs","Entire home/apt",5.5,6,16,2,203,25,5,5,4.84,0,1,1,1,75.2818987265696,653
"Hennepin","Entire home/apt",1,2,3,2,100,41,5,5,4.95,1,1,0,1,3.13528405902534,132
"Dakota","Private room",1,1,2,1,321,68,4.78,4.66,4.93,1,0,1,10,14.5267264631703,37
"Hennepin","Entire home/apt",1,1,4,30,153,28,4.89,4.93,4.79,1,0,1,9,2.92050245323328,70
"Hennepin","Entire home/apt",1,2,4,1,62,112,4.85,4.88,4.96,0,0,1,3,5.86537970532606,91
"Hennepin","Entire home/apt",1,1,3,2,110,89,4.84,4.94,4.94,1,0,1,3,2.70469091404158,73
"Hennepin","Entire home/apt",1,2,5,1,256,59,4.75,4.81,4.95,1,1,1,10,2.32046099516987,112
"Hennepin","Entire home/apt",1,1,2,21,231,35,4.91,5,4.86,1,0,1,1,1.32426274279377,95
"Hennepin","Entire home/apt",4.5,6,14,4,254,50,4.9,4.74,4.96,1,0,1,12,10.6543205853779,386
"Ramsey","Entire home/apt",1,3,5,2,0,2,4.5,4.5,4,0,0,1,2,1.9643281094859,98
"Ramsey","Entire home/apt",1,2,2,30,0,12,4.83,4.83,4.83,1,0,1,4,3.3494886756856,120
"Ramsey","Private room",1,1,2,1,0,23,5,4.78,5,0,1,1,8,1.06244971306558,249
"Hennepin","Entire home/apt",1,2,4,2,365,71,4.96,4.94,4.83,1,1,1,6,7.12890042420941,125
"Ramsey","Entire home/apt",2,3,7,1,139,136,4.95,4.85,4.96,1,0,1,1,3.61969781276045,156
"Hennepin","Entire home/apt",1,2,4,1,0,57,4.56,4.37,4.84,0,0,1,2,2.69495658541188,86
"Ramsey","Private room",1,1,2,1,0,4,5,4.5,5,0,1,1,8,1.06193169247041,399
"Ramsey","Private room",1,1,2,1,0,4,5,5,5,0,1,1,8,1.16442468525617,399
"Ramsey","Private room",1,1,2,1,0,21,5,4.86,5,0,1,1,8,1.08710544174033,379
"Ramsey","Private room",1,1,2,1,0,2,5,4.5,5,0,1,1,8,1.07223920500948,379
"Dakota","Entire home/apt",3,3,8,3,286,13,4.92,4.92,5,0,0,0,1,17.2243026875689,350
"Hennepin","Entire home/apt",1,1,2,1,168,156,4.75,4.71,4.88,0,1,1,24,0.980254705888619,79
"Hennepin","Entire home/apt",2,2,4,1,328,330,4.64,4.48,4.95,0,0,1,24,0.298253496106571,101
"Hennepin","Entire home/apt",1,1,2,1,331,254,4.68,4.71,4.91,0,1,1,24,0.980254705888619,88
"Hennepin","Private room",1,1,2,1,81,73,4.92,4.97,4.97,1,0,1,1,12.5102758409955,50
"Anoka","Entire home/apt",1.5,2,3,3,0,2,5,5,5,1,0,1,2,15.737653155313,70
"Ramsey","Entire home/apt",2,2,6,2,81,4,4.5,4.75,4.75,0,0,1,1,1.94430187670713,84
"Scott","Private room",1,1,1,28,364,5,5,5,5,0,0,1,4,17.88935514413,80
"Hennepin","Entire home/apt",1,1,2,1,352,187,4.63,4.65,4.94,0,1,1,24,0.980254705888619,84
"Hennepin","Entire home/apt",3,3,6,4,106,9,5,5,5,1,0,1,1,3.05356911567204,428
"Mille Lacs","Entire home/apt",6,10,16,3,258,23,4.96,4.7,4.96,0,1,1,29,86.6792273093074,1052
"Wright","Entire home/apt",1,2,6,2,306,44,4.98,5,4.93,0,0,1,1,43.6179922233893,195
"Ramsey","Entire home/apt",2,2,4,2,145,74,4.66,4.66,4.72,1,0,0,5,3.5155933854767,124
"Hennepin","Entire home/apt",1,1,3,30,142,33,4.85,4.88,4.94,1,0,1,8,2.9772487045817,86
"Hennepin","Entire home/apt",1,1,2,30,364,28,4.64,4.96,4.46,0,0,1,1,2.09541163966185,75
"Hennepin","Entire home/apt",2.5,2,6,1,341,39,4.79,4.97,4.95,1,0,1,91,1.4291183359278,459
"Washington","Entire home/apt",1,2,6,2,129,65,5,4.98,4.95,1,0,1,1,21.6270154874609,140
"Carver","Entire home/apt",1,1,4,1,18,108,4.88,4.94,4.91,1,0,1,1,25.777674782002,89
"Dakota","Entire home/apt",1,3,6,1,178,245,4.98,4.98,4.99,1,0,1,1,11.81783109165,64
"Hennepin","Entire home/apt",1,1,2,1,359,186,4.46,4.44,4.82,0,1,1,24,0.693449271768205,88
"Hennepin","Entire home/apt",1,1,2,1,348,290,4.58,4.61,4.91,0,1,1,24,0.693449271768205,84
"Hennepin","Entire home/apt",1,1,2,1,344,208,4.56,4.58,4.92,0,1,1,24,0.693449271768205,84
"Anoka","Entire home/apt",2.5,5,14,3,0,2,5,5,5,0,0,1,1,17.3060202378805,115
"Hennepin","Private room",1,1,2,5,274,26,4.92,4.69,4.88,1,0,1,2,2.17766181631522,45
"Hennepin","Entire home/apt",1,1,2,2,365,48,4.92,4.98,4.83,1,1,1,6,7.03894100332836,75
"Wright","Entire home/apt",1,2,4,7,34,11,4.91,5,4.82,0,0,1,1,46.7997124402136,99
"Hennepin","Entire home/apt",3,4,10,2,95,101,5,4.99,4.99,1,0,1,1,5.63902308912171,264
"Dakota","Entire home/apt",2.5,3,10,3,327,43,4.84,4.81,4.91,1,1,1,1,20.460522347452,240
"Ramsey","Entire home/apt",1,2,5,5,22,12,4.58,4.83,4.75,0,0,1,2,2.69761502111774,65
"Ramsey","Entire home/apt",2,4,9,3,242,106,4.96,4.94,5,1,1,1,2,2.54817767844771,257
"Ramsey","Entire home/apt",1,2,4,4,318,79,4.75,4.77,4.71,1,0,0,2,9.88384201081149,82
"Hennepin","Entire home/apt",2.5,3,6,4,19,3,4.67,4.33,5,0,0,0,1,7.44968469930063,250
"Carver","Entire home/apt",3.5,5,10,2,150,61,4.98,5,4.95,1,0,1,3,17.6213772823335,292
"Ramsey","Entire home/apt",2,2,6,2,0,9,4.86,4.86,5,0,0,1,1,2.87643804906336,77
"Hennepin","Entire home/apt",1,2,4,1,334,284,4.72,4.7,4.96,0,1,1,24,1.20534119609878,96
"Ramsey","Private room",1,1,1,2,0,2,5,4,5,0,1,1,4,2.9995406296936,25
"Anoka","Private room",1,1,2,14,110,12,4.82,4.91,4.82,0,0,1,1,13.134513718051,37
"Hennepin","Entire home/apt",1,1,2,1,351,126,4.48,4.63,4.52,0,1,1,24,1.24456754629344,102
"Hennepin","Entire home/apt",1,1,2,1,363,107,4.43,4.48,4.36,0,1,1,24,1.23390170427482,99
"Hennepin","Entire home/apt",1,3,7,3,48,132,4.83,4.8,4.92,1,0,1,3,2.55628080989127,125
"Hennepin","Entire home/apt",1,1,4,2,42,109,4.86,4.61,4.84,1,0,1,8,3.20902496165216,75
"Ramsey","Private room",1,1,1,13,56,25,4.88,4.68,4.96,1,0,1,3,4.08769629042756,42
"Hennepin","Entire home/apt",1,1,2,1,349,134,4.39,4.55,4.36,0,1,1,24,1.24456754629344,82
"Ramsey","Entire home/apt",2,3,6,6,173,23,4.91,4.96,5,0,0,1,1,3.47653730991298,130
"Hennepin","Entire home/apt",1,1,2,30,0,7,5,5,5,1,0,1,29,12.3986662494625,99
"Hennepin","Entire home/apt",2,3,9,2,358,38,4.55,4.71,4.95,0,0,0,1,2.12529895934364,300
"Hennepin","Entire home/apt",1,2,4,2,84,90,4.53,4.57,4.8,1,0,1,8,0.582845843318284,118
"Hennepin","Private room",1,1,1,30,276,9,4.89,5,4.89,1,0,1,4,14.6790815394551,31
"Washington","Entire home/apt",2.5,3,7,1,240,4,5,5,5,0,0,1,3,15.7532734656341,690
"Hennepin","Entire home/apt",1,1,2,3,290,17,4.53,4.29,4.94,0,0,1,1,3.28588732765864,55
"Ramsey","Entire home/apt",2,7,13,1,147,231,4.87,4.72,4.9,1,0,1,2,3.95106924886372,133
"Hennepin","Entire home/apt",3,4,8,30,0,26,5,4.96,4.96,0,1,1,29,3.72710105458669,235
"Hennepin","Entire home/apt",1,1,2,14,363,7,4.71,5,5,0,0,1,1,0.629341878718059,120
"Ramsey","Entire home/apt",1,3,5,2,320,81,4.6,4.54,4.49,0,0,1,14,3.59855396755109,88
"Wright","Entire home/apt",2,2,5,4,106,16,4.94,4.94,4.94,0,0,0,1,48.9154810445844,97
"Ramsey","Private room",1,2,2,1,0,1,5,5,5,0,0,0,1,1.88959204033827,50
"Ramsey","Private room",1.5,1,1,2,0,6,4,4,4.33,0,1,1,4,3.09717259644436,25
"Hennepin","Entire home/apt",1,1,2,28,43,16,4.63,4.56,4.75,1,0,1,4,2.24543067055521,89
"Sibley","Entire home/apt",2,3,6,1,131,41,4.93,4.98,4.73,1,0,0,2,48.345187657875,138
"Washington","Entire home/apt",1.5,2,4,2,137,52,4.71,4.81,4.79,1,0,1,2,7.12808068063636,125
"Hennepin","Entire home/apt",2,3,7,3,310,72,4.89,4.9,4.97,1,1,1,1,11.9149490997177,140
"Anoka","Private room",1,1,1,1,0,2,5,5,4.5,1,0,1,1,5.49819226619362,45
"Hennepin","Entire home/apt",1,2,4,2,125,145,4.64,4.78,4.7,1,0,1,1,6.08087985076717,75
"Hennepin","Entire home/apt",1,2,3,2,76,35,4.71,4.86,4.23,0,0,1,1,3.58490249797959,81
"Mille Lacs","Entire home/apt",2.5,3,6,2,242,34,4.97,4.94,4.97,1,0,1,1,81.6563738090747,189
"Hennepin","Entire home/apt",3,6,13,2,304,150,4.85,4.85,4.57,1,0,1,1,2.93292593748253,154
"Hennepin","Entire home/apt",1,1,2,5,0,3,3.67,4,4.67,0,0,1,5,9.32173143722494,75
"Hennepin","Entire home/apt",1,2,7,1,149,100,4.67,4.62,4.93,0,1,1,5,2.53154838487145,168
"Anoka","Entire home/apt",1.5,2,4,3,200,16,5,4.81,4.88,1,0,1,8,11.7055281583509,200
"Hennepin","Entire home/apt",1,1,2,1,0,73,4.86,4.93,4.99,0,0,1,1,5.3501544821204,59
"Hennepin","Entire home/apt",1,1,4,30,0,2,5,5,5,0,1,1,1,4.6374845062291,57
"Hennepin","Private room",1,1,1,30,193,5,5,5,5,1,0,1,4,14.6036837515353,30
"Hennepin","Entire home/apt",2,4,10,2,194,84,4.98,4.99,4.95,1,0,1,2,3.13394705446034,234
"Hennepin","Private room",2,1,1,30,21,1,5,5,5,0,0,1,2,2.22072513539963,55
"Ramsey","Entire home/apt",1,1,2,2,97,299,4.98,4.96,4.97,1,0,1,2,1.22724550017705,99
"Hennepin","Entire home/apt",1,2,4,2,342,15,4.4,4.67,4.87,0,0,1,38,0.291877150712224,209
"Ramsey","Entire home/apt",2.5,4,13,2,111,40,4.9,4.93,4.98,1,0,0,1,3.73502241023364,289
"Ramsey","Entire home/apt",2,2,4,3,255,27,4.85,4.89,4.85,0,0,1,8,7.98255792073136,179
"Hennepin","Entire home/apt",1,1,5,1,173,145,4.92,4.91,4.96,1,0,1,6,4.06304915390027,94
"Ramsey","Entire home/apt",1,1,2,3,251,19,4.95,4.84,4.95,0,0,1,8,8.09244776672028,129
"Hennepin","Entire home/apt",1,1,2,1,355,48,4.73,4.88,4.96,1,0,1,91,1.49947142599684,134
"Hennepin","Entire home/apt",1,1,4,1,355,29,4.79,4.9,4.93,1,0,1,91,1.40649680811351,139
"Anoka","Entire home/apt",1,1,3,3,290,6,4.83,5,4.83,1,0,1,8,11.6281429106056,150
"Hennepin","Entire home/apt",2,6,10,3,17,8,4.88,4.88,4.88,1,0,0,10,4.10319632526218,449
"Washington","Entire home/apt",4,4,8,1,333,38,4.87,4.84,4.89,0,0,1,2,15.9863319298142,700
"Hennepin","Entire home/apt",1,1,4,1,282,5,4.6,5,5,1,0,1,91,1.3853291610396,155
"Hennepin","Entire home/apt",1,1,2,1,356,22,4.68,4.77,5,1,0,1,91,1.35717335924731,118
"Anoka","Entire home/apt",1,2,5,4,319,35,4.97,4.94,4.94,1,0,1,1,11.8461940402301,201
"Ramsey","Private room",1.5,1,1,10,365,11,4.64,4.55,4.73,1,0,1,64,4.00351606144468,37
"Hennepin","Entire home/apt",1,1,2,2,39,55,4.62,4.71,4.75,1,0,1,8,1.40423196485802,52
"Hennepin","Entire home/apt",1,1,4,2,345,41,4.76,4.93,4.88,1,0,1,91,1.34677573038873,135
"Ramsey","Entire home/apt",2,2,4,3,193,10,4.89,4.67,4.78,0,0,1,8,8.03097071041876,179
"Hennepin","Entire home/apt",1,1,4,2,352,79,4.71,4.78,4.92,1,0,1,91,1.42984937759785,118
"Ramsey","Private room",2,1,1,1,327,6,4.67,4.67,4.83,1,0,1,64,1.93940500581473,25
